fact_id,layer,subject,subject_type,relation,object,object_type,semantic_type,source_id,confidence,may_drive_hard_mask,derivation_rule_id,evidence_scope
fact_d6ef47037ad0b605844e,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2d_0_8_nozzle:953f1150,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_953f1150fbc873ef9446,1.0,False,,slicer_configuration_not_physical_validation
fact_5aee6a99c65bb4b563c3,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2d_0_8_nozzle:953f1150,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_953f1150fbc873ef9446,1.0,False,,slicer_configuration_not_physical_validation
fact_e5ad3a927d793b491111,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2d_0_8_nozzle:953f1150,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_953f1150fbc873ef9446,1.0,False,,slicer_configuration_not_physical_validation
fact_4bb0e1ed9e5fb7903956,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_4_nozzle:2c5499b7,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_2c5499b7d1110e7a80ac,1.0,False,,slicer_configuration_not_physical_validation
fact_98f90278ebfbe78a1e25,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_4_nozzle:2c5499b7,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_2c5499b7d1110e7a80ac,1.0,False,,slicer_configuration_not_physical_validation
fact_387e05a1a0f411f281ed,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_4_nozzle:2c5499b7,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_2c5499b7d1110e7a80ac,1.0,False,,slicer_configuration_not_physical_validation
fact_a011d8552f4418d794ed,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_6_nozzle:b76dbc33,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_b76dbc336acabb943d92,1.0,False,,slicer_configuration_not_physical_validation
fact_eca56094e2885f809dce,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_6_nozzle:b76dbc33,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_b76dbc336acabb943d92,1.0,False,,slicer_configuration_not_physical_validation
fact_27e67b432bbd711fc524,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_6_nozzle:b76dbc33,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_b76dbc336acabb943d92,1.0,False,,slicer_configuration_not_physical_validation
fact_1be962e46e513b7a42e5,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_8_nozzle:234d0a4c,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_234d0a4c3c064705afe1,1.0,False,,slicer_configuration_not_physical_validation
fact_52acd841edf9334a1d44,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_8_nozzle:234d0a4c,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_234d0a4c3c064705afe1,1.0,False,,slicer_configuration_not_physical_validation
fact_0c7ac5a1e6e637113deb,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2dp_0_8_nozzle:234d0a4c,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_234d0a4c3c064705afe1,1.0,False,,slicer_configuration_not_physical_validation
fact_98455e90b5bd4d4b1aca,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_6_nozzle:d5b98eea,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_d5b98eeaa4a21dba5eac,1.0,False,,slicer_configuration_not_physical_validation
fact_f04f091d5e51ab7d8d91,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_6_nozzle:d5b98eea,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_d5b98eeaa4a21dba5eac,1.0,False,,slicer_configuration_not_physical_validation
fact_b35077ba2b78a4faff9e,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_6_nozzle:d5b98eea,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_d5b98eeaa4a21dba5eac,1.0,False,,slicer_configuration_not_physical_validation
fact_7d3220ea10cbde85c13e,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_8_nozzle:1e5411db,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_1e5411db76f3303e02e8,1.0,False,,slicer_configuration_not_physical_validation
fact_bd5c1929d2507092d51f,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_8_nozzle:1e5411db,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_1e5411db76f3303e02e8,1.0,False,,slicer_configuration_not_physical_validation
fact_e5d744732f50074eab23,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s_0_8_nozzle:1e5411db,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_1e5411db76f3303e02e8,1.0,False,,slicer_configuration_not_physical_validation
fact_494e0c745241d4cb9801,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s:dbb48e12,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_dbb48e12289b56a96c5d,1.0,False,,slicer_configuration_not_physical_validation
fact_cb00582247bceef01a83,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s:dbb48e12,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_dbb48e12289b56a96c5d,1.0,False,,slicer_configuration_not_physical_validation
fact_b24afc8abdc4cb28350c,representation,profile:bbl:filament:bambu_petg_cf_bbl_h2s:dbb48e12,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_dbb48e12289b56a96c5d,1.0,False,,slicer_configuration_not_physical_validation
fact_fbc3b1fb52d489046f96,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_4_nozzle:755150ca,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_755150cac0086af6db7c,1.0,False,,slicer_configuration_not_physical_validation
fact_ec512da0d6eef2d524b3,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_4_nozzle:755150ca,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_755150cac0086af6db7c,1.0,False,,slicer_configuration_not_physical_validation
fact_955c0e33c8dcba1d7e3c,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_4_nozzle:755150ca,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_755150cac0086af6db7c,1.0,False,,slicer_configuration_not_physical_validation
fact_44e1ab63789df0e32b30,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_6_nozzle:c94eddf7,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_c94eddf7ceb00698319a,1.0,False,,slicer_configuration_not_physical_validation
fact_81b217a76e62d3c9953a,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_6_nozzle:c94eddf7,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_c94eddf7ceb00698319a,1.0,False,,slicer_configuration_not_physical_validation
fact_48850c4e69f2ee67bcc5,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_6_nozzle:c94eddf7,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_c94eddf7ceb00698319a,1.0,False,,slicer_configuration_not_physical_validation
fact_2614035f5ed9519a6fcc,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_8_nozzle:83db7d03,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_83db7d03abb6e21f6f3c,1.0,False,,slicer_configuration_not_physical_validation
fact_e715d4ea967c6dc953ba,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_8_nozzle:83db7d03,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_83db7d03abb6e21f6f3c,1.0,False,,slicer_configuration_not_physical_validation
fact_2eeea12b4d8dae767861,representation,profile:bbl:filament:bambu_petg_cf_bbl_p2s_0_8_nozzle:83db7d03,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_83db7d03abb6e21f6f3c,1.0,False,,slicer_configuration_not_physical_validation
fact_a755a49e9369ef1c75fb,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c_0_4_nozzle:05704305,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_05704305c0d47b73bf58,1.0,False,,slicer_configuration_not_physical_validation
fact_46230fdaeb6011b1b0fa,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c_0_4_nozzle:05704305,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_05704305c0d47b73bf58,1.0,False,,slicer_configuration_not_physical_validation
fact_8d1e896e97e84790cb53,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c_0_4_nozzle:05704305,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_05704305c0d47b73bf58,1.0,False,,slicer_configuration_not_physical_validation
fact_9be070b3ccbac061a5c4,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c:d93efd01,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_d93efd01eca04aea8385,1.0,False,,slicer_configuration_not_physical_validation
fact_61d3250f590120d9ee66,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c:d93efd01,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_d93efd01eca04aea8385,1.0,False,,slicer_configuration_not_physical_validation
fact_2d24a03b1a400fd875aa,representation,profile:bbl:filament:bambu_petg_cf_bbl_x1c:d93efd01,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_d93efd01eca04aea8385,1.0,False,,slicer_configuration_not_physical_validation
fact_8c689b81016da9b3423d,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_4_nozzle:88776489,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_88776489aa3e4e69cceb,1.0,False,,slicer_configuration_not_physical_validation
fact_c9bd296af03aeb008772,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_4_nozzle:88776489,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_88776489aa3e4e69cceb,1.0,False,,slicer_configuration_not_physical_validation
fact_ca42c28db75de2fa2052,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_4_nozzle:88776489,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_88776489aa3e4e69cceb,1.0,False,,slicer_configuration_not_physical_validation
fact_10ae85900e17d1cd403e,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_8_nozzle:553a2aa4,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_553a2aa4e9d82427bff2,1.0,False,,slicer_configuration_not_physical_validation
fact_e7251a3f5e84479cf134,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_8_nozzle:553a2aa4,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_553a2aa4e9d82427bff2,1.0,False,,slicer_configuration_not_physical_validation
fact_42f2ff1d90b7faa50229,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d_0_8_nozzle:553a2aa4,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_553a2aa4e9d82427bff2,1.0,False,,slicer_configuration_not_physical_validation
fact_609fefb97d589f8b6d87,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d:b3655c62,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_b3655c6209e3fc8f683c,1.0,False,,slicer_configuration_not_physical_validation
fact_e290de45eef74d2bb318,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d:b3655c62,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_b3655c6209e3fc8f683c,1.0,False,,slicer_configuration_not_physical_validation
fact_f129d95274efdfba9fd9,representation,profile:bbl:filament:bambu_petg_cf_bbl_x2d:b3655c62,profile,INHERITS,profile:bbl:filament:bambu_petg_cf_base:09610a19,profile,configuration_relation,bambu_profile_b3655c6209e3fc8f683c,1.0,False,,slicer_configuration_not_physical_validation
fact_37943ea8506cdebebcae,representation,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_9bc398bce84f8beee4fe,1.0,False,,slicer_configuration_not_physical_validation
fact_ca9fd57ee536af76ee98,representation,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_9bc398bce84f8beee4fe,1.0,False,,slicer_configuration_not_physical_validation
fact_13b976e87d49a0051eba,representation,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,INHERITS,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,configuration_relation,bambu_profile_9bc398bce84f8beee4fe,1.0,False,,slicer_configuration_not_physical_validation
fact_3a3c948b980fc819ce74,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1:78d082ca,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_78d082caac8a0ba8cbe0,1.0,False,,slicer_configuration_not_physical_validation
fact_910b37b95f52307f4e4e,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1:78d082ca,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_78d082caac8a0ba8cbe0,1.0,False,,slicer_configuration_not_physical_validation
fact_48bba31d8ab074fe6dd5,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1:78d082ca,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_78d082caac8a0ba8cbe0,1.0,False,,slicer_configuration_not_physical_validation
fact_d1f982570d9d30e75bd0,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1m:38dad6ae,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_38dad6ae81ef3ed4a836,1.0,False,,slicer_configuration_not_physical_validation
fact_62258f811f750f9c1693,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1m:38dad6ae,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_38dad6ae81ef3ed4a836,1.0,False,,slicer_configuration_not_physical_validation
fact_19a2846982cfa5baa9a7,representation,profile:bbl:filament:bambu_pla_aero_bbl_a1m:38dad6ae,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_38dad6ae81ef3ed4a836,1.0,False,,slicer_configuration_not_physical_validation
fact_3b1444756c4eea674567,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_6_nozzle:74e711f2,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_74e711f271c5661585cb,1.0,False,,slicer_configuration_not_physical_validation
fact_776bb9d8c83da41a52d8,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_6_nozzle:74e711f2,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_74e711f271c5661585cb,1.0,False,,slicer_configuration_not_physical_validation
fact_c78074cbb5944e94a256,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_6_nozzle:74e711f2,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_74e711f271c5661585cb,1.0,False,,slicer_configuration_not_physical_validation
fact_8212c6602585daeceb85,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_8_nozzle:955f5496,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_955f549625c4b96f541d,1.0,False,,slicer_configuration_not_physical_validation
fact_277981b162b7c8ce0e1c,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_8_nozzle:955f5496,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_955f549625c4b96f541d,1.0,False,,slicer_configuration_not_physical_validation
fact_0f6db6dc2af5a2946ea2,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l_0_8_nozzle:955f5496,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_955f549625c4b96f541d,1.0,False,,slicer_configuration_not_physical_validation
fact_b1b81f2696267ce6bb18,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l:2a44f6e2,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_2a44f6e2c2b5400ddac5,1.0,False,,slicer_configuration_not_physical_validation
fact_ca52965cf7e7638e03b8,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l:2a44f6e2,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_2a44f6e2c2b5400ddac5,1.0,False,,slicer_configuration_not_physical_validation
fact_abc81ce2c2f5840e7334,representation,profile:bbl:filament:bambu_pla_aero_bbl_a2l:2a44f6e2,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_2a44f6e2c2b5400ddac5,1.0,False,,slicer_configuration_not_physical_validation
fact_1039148f48a1ca3d05aa,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c_0_4_nozzle:9e48e3e2,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_9e48e3e217b34ae111df,1.0,False,,slicer_configuration_not_physical_validation
fact_d1bb0601bc3edab65d4f,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c_0_4_nozzle:9e48e3e2,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_9e48e3e217b34ae111df,1.0,False,,slicer_configuration_not_physical_validation
fact_b1a55cad94c6fc519d10,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c_0_4_nozzle:9e48e3e2,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_9e48e3e217b34ae111df,1.0,False,,slicer_configuration_not_physical_validation
fact_efc00cb21ea8dc116ce0,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c:1d82e660,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_1d82e66026e6d43a092e,1.0,False,,slicer_configuration_not_physical_validation
fact_a3ae8665d3f7550caff6,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c:1d82e660,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_1d82e66026e6d43a092e,1.0,False,,slicer_configuration_not_physical_validation
fact_497fcfad86e45427da8c,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2c:1d82e660,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_1d82e66026e6d43a092e,1.0,False,,slicer_configuration_not_physical_validation
fact_6404d3651b4733e8dbda,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2d:864310e2,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_864310e2d51c69cf39d5,1.0,False,,slicer_configuration_not_physical_validation
fact_ee28fa1ea8aa86072e9d,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2d:864310e2,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_864310e2d51c69cf39d5,1.0,False,,slicer_configuration_not_physical_validation
fact_71f9cba6ea18a379bc8f,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2d:864310e2,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_864310e2d51c69cf39d5,1.0,False,,slicer_configuration_not_physical_validation
fact_e736c2766ab76dbe444f,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2dp:d86f4765,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_d86f4765970bcc1eaf26,1.0,False,,slicer_configuration_not_physical_validation
fact_72cb62dc3c58ddd5ff86,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2dp:d86f4765,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_d86f4765970bcc1eaf26,1.0,False,,slicer_configuration_not_physical_validation
fact_16d576a92f24050869dd,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2dp:d86f4765,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_d86f4765970bcc1eaf26,1.0,False,,slicer_configuration_not_physical_validation
fact_33ff04b70a4e0966f28d,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2s:06eaa24f,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_06eaa24f4dfc17c566ef,1.0,False,,slicer_configuration_not_physical_validation
fact_86500476fd31bbfdff22,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2s:06eaa24f,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_06eaa24f4dfc17c566ef,1.0,False,,slicer_configuration_not_physical_validation
fact_33ebb3fc8ba4686842c0,representation,profile:bbl:filament:bambu_pla_aero_bbl_h2s:06eaa24f,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_06eaa24f4dfc17c566ef,1.0,False,,slicer_configuration_not_physical_validation
fact_4221f05e5c053dd8468d,representation,profile:bbl:filament:bambu_pla_aero_bbl_p2s:d5c4f8af,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_d5c4f8af88d9424991b0,1.0,False,,slicer_configuration_not_physical_validation
fact_c2bc07d81580f4d76686,representation,profile:bbl:filament:bambu_pla_aero_bbl_p2s:d5c4f8af,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_d5c4f8af88d9424991b0,1.0,False,,slicer_configuration_not_physical_validation
fact_c954e50186581dab47bb,representation,profile:bbl:filament:bambu_pla_aero_bbl_p2s:d5c4f8af,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_d5c4f8af88d9424991b0,1.0,False,,slicer_configuration_not_physical_validation
fact_6ce186af6ad41eea1644,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1:8ffb9ec8,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_8ffb9ec84a38b1113ccf,1.0,False,,slicer_configuration_not_physical_validation
fact_8787f2c2747a2c37bff9,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1:8ffb9ec8,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_8ffb9ec84a38b1113ccf,1.0,False,,slicer_configuration_not_physical_validation
fact_9ca003c3ffe2f0986beb,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1:8ffb9ec8,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_8ffb9ec84a38b1113ccf,1.0,False,,slicer_configuration_not_physical_validation
fact_0b421b631e03c7ef0f17,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1c:74ed8e8f,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_74ed8e8fcab3ed8e80e0,1.0,False,,slicer_configuration_not_physical_validation
fact_ef11d187616fe9080e35,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1c:74ed8e8f,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_74ed8e8fcab3ed8e80e0,1.0,False,,slicer_configuration_not_physical_validation
fact_957cb09569647e5b4113,representation,profile:bbl:filament:bambu_pla_aero_bbl_x1c:74ed8e8f,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_74ed8e8fcab3ed8e80e0,1.0,False,,slicer_configuration_not_physical_validation
fact_3de8d8ca3ff11ab0d02b,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d_0_4_nozzle:fd27a16f,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_fd27a16fe7a2e5684e85,1.0,False,,slicer_configuration_not_physical_validation
fact_37a553f202b3251d05c9,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d_0_4_nozzle:fd27a16f,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_fd27a16fe7a2e5684e85,1.0,False,,slicer_configuration_not_physical_validation
fact_0bbd67deff5e1f1cbf55,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d_0_4_nozzle:fd27a16f,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_fd27a16fe7a2e5684e85,1.0,False,,slicer_configuration_not_physical_validation
fact_e4ca8d53806188fa0c1a,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d:dc03f4af,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_dc03f4af9cfcd2023a8d,1.0,False,,slicer_configuration_not_physical_validation
fact_3dce727f38ea7a99feea,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d:dc03f4af,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_dc03f4af9cfcd2023a8d,1.0,False,,slicer_configuration_not_physical_validation
fact_aca8320a047e2bbdcb07,representation,profile:bbl:filament:bambu_pla_aero_bbl_x2d:dc03f4af,profile,INHERITS,profile:bbl:filament:bambu_pla_aero_base:9bc398bc,profile,configuration_relation,bambu_profile_dc03f4af9cfcd2023a8d,1.0,False,,slicer_configuration_not_physical_validation
fact_96a205f8967efc56b910,representation,profile:bbl:filament:bambu_pla_basic_base:c2004422,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_c20044226215414d5464,1.0,False,,slicer_configuration_not_physical_validation
fact_1d2c200b9b06a02ae01e,representation,profile:bbl:filament:bambu_pla_basic_base:c2004422,profile,PROFILE_VENDOR_NAMESPACE,vendor:bbl,vendor,descriptive,bambu_profile_c20044226215414d5464,1.0,False,,slicer_configuration_not_physical_validation
fact_448ad3310e816478f858,representation,profile:bbl:filament:bambu_pla_basic_base:c2004422,profile,INHERITS,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,configuration_relation,bambu_profile_c20044226215414d5464,1.0,False,,slicer_configuration_not_physical_validation
fact_a15adcde32713f843162,representation,profile:bbl:filament:bambu_pla_basic_bbl_a1_0_2_nozzle:48c87b09,profile,PROFILE_TYPE,profile_type:filament,profile_type,descriptive,bambu_profile_48c87b0916957b24baa4,1.0,False,,slicer_configuration_not_physical_validation
