source_id,publisher,source_type,url,retrieved_date,source_quality,sha256,software_version
bambu_profile_113eaac1c015ca7f033e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,113eaac1c015ca7f033eef53c9161541cad62eef4f0c988fad7463871d13b41f,02.08.02.61
bambu_profile_2c9afb8ad67fa8e4be17,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2c9afb8ad67fa8e4be17da365b115442fec7fbb52bd8e08bcfa48863607d0e48,02.08.02.61
bambu_profile_085c11aac55c7f49c122,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,085c11aac55c7f49c12291a9d99bdfb79b431c8af8b9592fbec9e9f40738ddaa,02.08.02.61
bambu_profile_4709bf1d4d5b64e14bca,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4709bf1d4d5b64e14bcaae1a7377470305a2aed8f18ffc023810193cdb28799a,02.08.02.61
bambu_profile_8a5aa5a3f333e53dae93,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,8a5aa5a3f333e53dae9320358636c1c8962c0952ac0fdeb07ffa64bf5605c12c,02.08.02.61
bambu_profile_7f0fd4d8d99fc2ef44e1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,7f0fd4d8d99fc2ef44e1c83ae728d015bb28e0cf9e44fb14a877a94bc1d64175,02.08.02.61
bambu_profile_2ae9e32bd6f4ba6d339a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2ae9e32bd6f4ba6d339ab6459bb34af6733f21a5c6eeb869d7181b4d232f63e9,02.08.02.61
bambu_profile_e19e5dd71b93620935ee,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e19e5dd71b93620935ee3d0ee9d29594ad09701b77d32cf11ea5be9f6885cdb2,02.08.02.61
bambu_profile_9b33ca99c0d001d27fd5,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,9b33ca99c0d001d27fd56cb8f628d4b90fda0d0335105f1f4f52c40477e906e3,02.08.02.61
bambu_profile_e9d9d24d798a1befd62a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e9d9d24d798a1befd62a89cf7f4747c266514da8c75d25a0ed0a4956c52acf97,02.08.02.61
bambu_profile_22cfc58db3a55cc9dbff,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,22cfc58db3a55cc9dbffeb5b17ca087a35453ad1e26fc2f5d388ad47da799436,02.08.02.61
bambu_profile_b04958e31998a0922c8b,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b04958e31998a0922c8b30cf69db1e35c420143acbe0fc702348852f45e96494,02.08.02.61
bambu_profile_6fa20907dc74f8889e51,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6fa20907dc74f8889e51e584d5993cf7db44dd1d4bd93922abca286181c2ea41,02.08.02.61
bambu_profile_9fe9664c0c1a36adbc5c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,9fe9664c0c1a36adbc5c3623b87aa17878980e08e59b342aeaad8d6abc5f191a,02.08.02.61
bambu_profile_ffe17fd954a8afbee532,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ffe17fd954a8afbee5329467e6559c096bfdf8310ae96b6914fdbe139d81d14f,02.08.02.61
bambu_profile_6c90530c589a513125b9,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6c90530c589a513125b90466f778781bdea24b00cc03b13459237cfccd351cc7,02.08.02.61
bambu_profile_09a851db8b93be27daa8,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,09a851db8b93be27daa8e7111113516eb6816e617424f94c6525cc18b72e9c46,02.08.02.61
bambu_profile_348979dcacbab656a8b3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,348979dcacbab656a8b3da0dfe4ed87c5826c0cb7f912f5a337726d3638def58,02.08.02.61
bambu_profile_b672ca26f4bffc5c996f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b672ca26f4bffc5c996f37c938828f6b97fe907b22f9123f955de18c848e4a3d,02.08.02.61
bambu_profile_4c6a2be62ac5b87f8e0f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4c6a2be62ac5b87f8e0fd5b9edf8c8a5cae7d9b6e46a69df55e58cc0ccf5bcea,02.08.02.61
bambu_profile_c6a29e4a651ebb3aef62,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c6a29e4a651ebb3aef62d9435c0786759f2bfea1b69a861ed52ff532ced639cf,02.08.02.61
bambu_profile_8783dd3691bc2c1b6c68,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,8783dd3691bc2c1b6c68dcc918f102e6e7547eded60245561caee8b0331b4f02,02.08.02.61
bambu_profile_832064f50f8d8e48f34f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,832064f50f8d8e48f34f2082748c892bee01c65ef4ccb88206baea85c7407f8a,02.08.02.61
bambu_profile_8a5d26f68239ee982253,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,8a5d26f68239ee982253d3529e7d7cd01f8fafd6658b676e3402e74315350f8f,02.08.02.61
bambu_profile_08ac187488d425f5e2f1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,08ac187488d425f5e2f1c0c016a6a1dfe335006a0d2ab1b1ccbfea9d2f18958b,02.08.02.61
bambu_profile_c35ddf1243006a24ecc3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c35ddf1243006a24ecc315a6cb4fc66fbb9ce82a5c54739400bf866e0be3ba8d,02.08.02.61
bambu_profile_6ce69f54d0577b167284,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6ce69f54d0577b167284c46e462d047debc471cf81dcccc90afd23be2f47a4cc,02.08.02.61
bambu_profile_a08346c594f7f08d6002,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a08346c594f7f08d6002421ca4abf29e39d18205b5125733f03bfab7419426b7,02.08.02.61
bambu_profile_c17e8b70effdc9b64f3a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c17e8b70effdc9b64f3a487480fa3b696b9ac46eda134cd8c1e452e95c721378,02.08.02.61
bambu_profile_953f8afe60f6cefc3470,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,953f8afe60f6cefc34705070e79be445a2d5195512a44747b4a7cd8cadb09f9a,02.08.02.61
bambu_profile_0e7082a371a0ae0b4904,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,0e7082a371a0ae0b4904e4da6737c31d1d6ff494994bf61e7bee8db13d18e616,02.08.02.61
bambu_profile_901ce78ac8194ff4ae35,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,901ce78ac8194ff4ae355682f1e8670e9f01346d3c957efb28a36bb6f89bebe6,02.08.02.61
bambu_profile_62d145f9ef90d28ab29a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,62d145f9ef90d28ab29aec0c1caffb6c1ad9893a7569cc8fe4056b3e13a1ba6c,02.08.02.61
bambu_profile_9274c26c2f640256e70d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,9274c26c2f640256e70dee2f53abfd647ace47b2a0bddaff11b290095393d69b,02.08.02.61
bambu_profile_5cc82cfde235f36ff981,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,5cc82cfde235f36ff98141b98800b896d565d0abea4b113e06e5d9eac1dadc21,02.08.02.61
bambu_profile_358740c820e93af77982,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,358740c820e93af77982e572b4c0f007673e1d48a5579826b90176cb6073e364,02.08.02.61
bambu_profile_64ce1e03a76e77a1ba17,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,64ce1e03a76e77a1ba17f93de4df61bc176b93bed65b7f3c371a4c7d5cd641fd,02.08.02.61
bambu_profile_37f03ac11948de7d5469,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,37f03ac11948de7d5469cf7a289e696efcc277d6613ff217858cb47ee6a8b2d8,02.08.02.61
bambu_profile_945adf94540b165bce74,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,945adf94540b165bce74e5d104547b59b7f764d9240cab8a025ec384379dfe6a,02.08.02.61
bambu_profile_34d0a32f1a3ea31415ef,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,34d0a32f1a3ea31415efabbbe8a7fd2a29859e53a1cce7e270857e7c4f33313d,02.08.02.61
bambu_profile_dd89165c260932fe3dc1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,dd89165c260932fe3dc1072684de3a6cf41782bee2c993ecb399987131c1f8ea,02.08.02.61
bambu_profile_7ce28f5c3fc9431786fa,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,7ce28f5c3fc9431786fa83465afb476d17436f9d8b0ec1b47b2a66693ebd9cf2,02.08.02.61
bambu_profile_6f7df0c6d7d8ad170f97,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6f7df0c6d7d8ad170f975bd90242b88da56016ffa9b4bbc9d6064ca8f0f51a50,02.08.02.61
bambu_profile_23460b3c8f5cf07a3456,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,23460b3c8f5cf07a3456f6857da4119ccf5b1653dcc86381622248f8f035f3c4,02.08.02.61
bambu_profile_e359b24331c36b791569,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e359b24331c36b79156990eeb744a0180bc81f7f27caa98c0897e6971a834b90,02.08.02.61
bambu_profile_a364b19b9e2037a18590,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a364b19b9e2037a18590ca84b1ac840c24fc91c930dd1cd3ff4b33d7969ecf1c,02.08.02.61
bambu_profile_107971ba5fb9720e406a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,107971ba5fb9720e406ac6e34e645ed581b6a24894ba39d4ec7b33b086258b7e,02.08.02.61
bambu_profile_cc6b9af230dd2d81c2a4,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,cc6b9af230dd2d81c2a4b9e76e08608c33f59173aaf35b3a2362317c5213880f,02.08.02.61
bambu_profile_5a787cd1b5bc71cce73f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,5a787cd1b5bc71cce73f973a4a4ab38fb2199be8eb01d71be6eb62198b38098c,02.08.02.61
bambu_profile_3e95ed4b5113b76568c1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3e95ed4b5113b76568c1b895547c38fc39feb466a6f1a0bdc059c144bd5a97a8,02.08.02.61
bambu_profile_83a3a37b09b45079552e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,83a3a37b09b45079552e79747c2a8ee5c7da3bcd0c78b3e94a566b7f741c16da,02.08.02.61
bambu_profile_54de04cd3e00dfb8f88c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,54de04cd3e00dfb8f88c343f73b49133880982149581c1572c051bdd3524858d,02.08.02.61
bambu_profile_2e5d76f8e7c79036e285,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2e5d76f8e7c79036e28531fdf044374a3f745443595a442f25609089c4a3ef79,02.08.02.61
bambu_profile_0134a6fec448bdfb8add,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,0134a6fec448bdfb8add8a9e8733924527c632ae6f91529af60f7adad988ffca,02.08.02.61
bambu_profile_b43cd23cdef0c1b65acc,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b43cd23cdef0c1b65acc7048a4336e179515cf4fd1fc6ed32d4dc55a91cbfbc4,02.08.02.61
bambu_profile_896bcc46dd71558f44f3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,896bcc46dd71558f44f3c1695399ae962fe20529e5ddbef64151116adbb79abf,02.08.02.61
bambu_profile_08b01f185cd4118a5dcc,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,08b01f185cd4118a5dcc4b84e7dfdb6216452e74eea16173eefb573778eaf8d2,02.08.02.61
bambu_profile_603500ccb851d8cc5391,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,603500ccb851d8cc5391db2f8f6780a0fe7c187af520fd05eaedd535d1a56f89,02.08.02.61
bambu_profile_25ed6e577152166ea1ea,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,25ed6e577152166ea1eaf01cf54db0b4813757c856f2ec4b779dff4c7d42b52c,02.08.02.61
bambu_profile_b0b4f1e62ad9557390e3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b0b4f1e62ad9557390e3b3ba6ac29684fbbbc69a7784c118ecb1ea4c76e29d61,02.08.02.61
bambu_profile_2c176ec6674a06226198,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2c176ec6674a062261988b449812da0f25b28d6cbb844ea73ddf12da7335d730,02.08.02.61
bambu_profile_85c566ae9bb8f741462d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,85c566ae9bb8f741462df273eda583fe083c77a2c2231967df732df49dcb7a04,02.08.02.61
bambu_profile_e8a5c12627da06c6043c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e8a5c12627da06c6043c54bcad7bfd62d0a3514a435b4b6cc9b0f91f6a7f6891,02.08.02.61
bambu_profile_2fac915fe3641d0479f7,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2fac915fe3641d0479f7f263a9d727080cf54cd8155a9a4961668977ccaa1543,02.08.02.61
bambu_profile_ea82fcfe2a91204e33f6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ea82fcfe2a91204e33f6e1fc1af0fae4f3819d2843ba302565bbd53412c21162,02.08.02.61
bambu_profile_97278a87eafb6bd9fad6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,97278a87eafb6bd9fad6c4735963e494ce065c4683536fa8b536901dc1733d6b,02.08.02.61
bambu_profile_5fa8be1e3130907b489e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,5fa8be1e3130907b489e807d51394063900efa0b6e7e09e3303a3c3d7d8fe59c,02.08.02.61
bambu_profile_dcd4dae6419191681195,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,dcd4dae6419191681195639309b1df9150ffafae173d03e2c83c5631684e5be9,02.08.02.61
bambu_profile_e6bfbedbc41fbfdae981,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e6bfbedbc41fbfdae9815d0b4f4ccd7e752596d4210ed1cf867ebeb802b49a32,02.08.02.61
bambu_profile_df0bb64f9826dc9eab88,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,df0bb64f9826dc9eab88d804e3c853b25e3a5cb20dcf35ff5a48e48b40ed7f39,02.08.02.61
bambu_profile_e78cd7c277ba36ce0229,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e78cd7c277ba36ce022998dc4375a2fabc1cb06300100a21f511ab5e2225f130,02.08.02.61
bambu_profile_b1f43ab3674b2640082e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b1f43ab3674b2640082e9b8cf3abb1ecd44bb44c0628b09a90af112d0356412d,02.08.02.61
bambu_profile_358bb1a79784b7f301d8,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,358bb1a79784b7f301d83731ad6fc55fb1c6b8e2dba27b866ba15dcaf0487bd9,02.08.02.61
bambu_profile_a7e32e69a8e6e389355c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a7e32e69a8e6e389355c160a42c3a81874bd08eb883d5afbe02b384b7138c396,02.08.02.61
bambu_profile_92c0dc91b854e4cfd48d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,92c0dc91b854e4cfd48defddf253e35806c1b2e82045989cbb21fdbfa5638bae,02.08.02.61
bambu_profile_eefc77cbc09f2f5ca1fe,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,eefc77cbc09f2f5ca1fe8fe43393c44a7a98dbe9e20e029b3530c6bf19436945,02.08.02.61
bambu_profile_132148d999db24025ef6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,132148d999db24025ef633995f3d2ccd5b8fda927e6d495dfabd48d0e4134220,02.08.02.61
bambu_profile_cbb77e49a9165eff4cf0,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,cbb77e49a9165eff4cf066592371852095e3adc0fd901ffb0d8cabed2d3eefab,02.08.02.61
bambu_profile_31a40a21a492039b3fdd,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,31a40a21a492039b3fddf6a998023c9eadb7de245d34740c2c2ccc06b0626931,02.08.02.61
bambu_profile_a6f1f7a222589f8158ae,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a6f1f7a222589f8158aec7d31e74877540a781e5d71399cbce5ed34eacfdd78b,02.08.02.61
bambu_profile_2aba91b6ea56566b47f6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2aba91b6ea56566b47f6081f631e1faecd49ac1a3d3040cf91be88dcc97e690c,02.08.02.61
bambu_profile_36fff6697391b35ee9ca,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,36fff6697391b35ee9ca16307c90034260c498816b16a052c35928661eff6ad9,02.08.02.61
bambu_profile_b665de95cb526b1e3d43,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b665de95cb526b1e3d43de7f76e7444adc833ba05bf478ce63e7df7fecb66376,02.08.02.61
bambu_profile_4333afc54b8466c9af5c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4333afc54b8466c9af5c67ae5e06d8f7b2b8bd0d893c2b2b4997d3a64176d53b,02.08.02.61
bambu_profile_6496de67586ab60d4714,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6496de67586ab60d4714c7579d90a7daa690d7f5263eb6ba2f091ea953bd1c69,02.08.02.61
bambu_profile_64fb589719ecba64a8bf,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,64fb589719ecba64a8bf382b8c7a993358db99cfdb9b7f1dce6b0d826bdbeac8,02.08.02.61
bambu_profile_726e5ada146cdaf87a3e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,726e5ada146cdaf87a3e13180221dc7f1d6da2a0dcf4fd08ca4e5a9ab1293370,02.08.02.61
bambu_profile_6251cf02d954d28efbbc,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6251cf02d954d28efbbcaf35ab382b42c2c0e256553531d0a2c2077e8c017315,02.08.02.61
bambu_profile_d797859f9f42e61447d8,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,d797859f9f42e61447d8e5ab170c455febe60f842a80b1f9d30e4b5eed12e0f6,02.08.02.61
bambu_profile_782e09c2a480b85f2d14,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,782e09c2a480b85f2d148dc359a850776c103f3956831149e3ff2ab513ee0861,02.08.02.61
bambu_profile_62b02c3f793f0b023b98,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,62b02c3f793f0b023b98ee705f4a19b9233e2c2281f1db197c6f99cef776864e,02.08.02.61
bambu_profile_1d578cbeaa4de4139cd5,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1d578cbeaa4de4139cd50f753d4534c80cde4f84d97a00baea5528b7535a6660,02.08.02.61
bambu_profile_c17cd1a2c2c133784fa7,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c17cd1a2c2c133784fa79bb8743d9baeaaf29f6360e931d787103b1540c379e6,02.08.02.61
bambu_profile_cfbad9e54979e0a251fc,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,cfbad9e54979e0a251fc4357672843e704d4014fbf4849228d6438c1d5b39c69,02.08.02.61
